0.598526 5.57505 4.79448
2.90269 8.85629 2.13087
51.9022 54.9598 49.822
0.00549356 30.2508 72.1472
0.0109865 34.6869 73.598
25.0701 19.7616 56.5263
49.9968 31.5508 14.607
50.7338 32.4189 14.2349
1.05018 60.4243 5.75493
83.7124 100.499 38.8529
28.2287 16.9984 44.9191
49.1063 38.0979 14.2722
51.086 39.8915 11.6209
48.3047 37.9438 12.2605
26.4768 37.0464 49.5065
100.495 64.1764 72.8778
77.3966 22.1952 43.5726
49.3083 81.2126 74.0817
46.7035 72.9209 17.685
49.6702 69.9138 18.3408
100.495 89.4712 94.3267
31.7913 14.439 49.4778
32.5033 14.0596 48.983
49.4974 32.1407 15.3068
-0.0232588 83.4742 78.853
31.3132 29.7241 49.5067
34.5505 0.016066 71.2123
67.6901 99.8377 3.15969
63.2998 50.4997 20.135
86.7269 97.6276 98.6107
92.4107 98.2464 97.6687
63.8717 0.0010542 47.6419
12.2752 100.993 64.789
64.2757 85.0209 38.7344
31.4377 21.3768 29.9615
32.0468 35.1801 49.4975
43.6207 85.7784 50.9659
40.9502 82.3306 50.9664
29.8893 17.8891 49.0127
29.0138 17.3146 49.4725
73.4951 58.2728 80.7887
-0.00521791 51.9886 80.4007
0.00114389 55.9661 83.7954
46.8133 76.754 24.2272
46.8133 80.0325 28.195
0.00521321 39.1191 70.0775
16.2877 0.328777 51.8712
17.7252 45.3105 48.6692
0.169051 93.8486 14.3881
0.157383 89.4103 16.9857
15.68 68.7682 56.2778
64.2019 86.5205 0.314272
59.1178 85.0172 0.155232
46.0337 29.72 15.9835
46.82 30.4406 15.3841
27.4905 17.3005 46.7975
27.6445 17.1817 48.3595
39.554 23.2876 22.4911
29.183 18.5597 38.39
12.8155 37.2535 46.1646
31.8372 14.5204 53.8879
43.1495 77.1354 49.5022
46.8961 77.5843 46.9996
84.7565 33.8573 100.662
7.25534 100.979 62.8476
75.3635 21.7928 39.1778
31.2274 14.6206 48.6645
19.4264 55.3099 48.6681
31.9521 16.9176 49.5062
27.1646 18.7678 49.2923
24.8372 19.2651 50.203
47.9931 47.8942 49.3332
48.1351 85.772 -0.00643162
77.9744 100.654 51.4715
75.9088 100.664 58.3096
64.7564 50.5105 32.1386
84.8659 2.90506 1.31579
82.3091 0.499842 3.95444
70.4434 23.2908 71.2063
-0.0110265 32.6881 37.4938
100.497 52.7322 74.0109
100.498 53.5426 79.6794
43.4808 50.2008 43.992
41.1507 49.1406 46.9811
19.3132 25.8609 45.5211
76.1984 68.8214 0.357366
100.498 47.3937 82.6933
100.491 71.8443 91.8094
100.489 67.1561 92.7574
70.5116 80.8101 63.0624
49.305 34.8766 13.4524
50.8476 34.3735 13.4829
47.392 51.275 44.7228
65.0611 55.1912 86.1871
14.751 0.157316 33.9904
53.0798 35.3173 13.1643
-0.00802578 42.8896 94.1658
52.7445 72.971 17.6502
50.3388 52.0569 48.9336
49.9537 52.7282 46.83
24.5787 0.512836 47.8993
6.46945 0.157893 23.1898
100.491 19.1844 85.5631
37.6396 17.9276 50.3519
66.9537 44.086 100.68
24.6256 0.358075 18.4664
28.625 0.348328 23.3451
-0.0133157 61.6347 80.922
48.1659 25.5201 24.6122
32.2877 79.7935 68.8164
44.5219 32.5981 14.7355
100.487 18.0561 92.7139
48.6735 84.4808 49.5058
15.5452 34.6307 61.6615
35.7168 1.09686 95.5215
30.4736 1.0987 97.9352
27.7475 17.4039 53.9792
47.8281 31.3662 14.3555
49.788 53.0389 33.2045
48.0308 54.2958 29.1518
49.7719 51.7496 28.5176
100.497 65.023 15.4738
100.508 60.3808 15.4322
24.1999 6.31236 100.641
17.2342 51.3206 72.3004
60.3704 36.0061 14.4335
14.036 42.3353 49.5104
10.9224 43.9524 52.6716
8.0215 12.1377 100.668
82.3409 100.827 12.7849
72.0276 4.53723 99.5864
66.8324 5.34457 99.5874
100.437 15.3552 5.69342
100.435 20.5574 5.94628
89.1033 100.666 30.1178
84.6023 100.504 31.9147
29.4519 16.0519 46.7301
30.3677 15.4487 47.1969
48.6301 51.0372 47.5475
50.5098 50.6615 46.661
49.6276 50.3046 48.4482
49.6249 51.6015 46.8281
30.1901 15.7498 44.8517
48.932 28.6505 19.0057
49.4869 33.0141 18.4924
28.0023 79.6567 0.481838
9.77566 53.0478 0.337725
33.4484 45.7549 48.2774
35.7356 48.4415 45.7629
32.0104 0.334675 35.7065
83.2166 20.339 100.665
77.1995 19.8316 100.667
38.5011 63.497 14.7832
79.6012 55.932 100.663
89.3862 100.503 48.3235
84.7248 100.673 51.6061
12.1643 51.2233 52.5753
11.1493 48.0286 55.7409
54.3348 33.5488 14.0973
49.6532 27.5876 18.5213
46.7511 33.0347 14.1156
49.2743 49.6022 45.4564
49.2716 50.8992 43.8364
67.4645 29.9256 79.0272
43.8647 75.8165 20.7365
66.1533 0.3535 36.1398
-0.0104197 61.7604 48.0784
81.6673 6.1988 0.152784
31.2522 14.5591 51.7594
43.809 30.411 15.7711
100.497 29.6966 13.2867
84.2099 16.3546 0.322145
88.9242 100.496 87.3431
82.689 100.67 90.8426
60.3804 43.8528 12.3083
41.3624 15.0798 50.3581
4.35964 1.55785 94.7903
0.752625 5.08383 94.7605
98.2144 66.593 97.7634
31.1556 16.2761 49.5037
20.5442 75.5467 43.6649
44.3787 64.0606 100.832
45.2612 61.4027 47.2265
33.2374 49.5 41.5896
1.81175 34.3994 97.9455
50.0302 91.5816 0.172005
48.5604 31.4616 14.3219
48.947 32.2386 14.2314
48.1413 33.6098 13.8288
24.96 25.2189 67.5355
28.385 21.8068 67.2079
51.0775 85.4609 67.3522
49.4866 32.7156 15.8657
50.01 47.749 35.253
64.5765 76.5991 75.2913
0.170134 75.4226 4.22219
88.4776 42.9223 46.2532
-0.0106016 87.811 69.0317
41.708 51.1902 49.5052
58.373 53.9101 13.025
58.4605 50.4902 17.3681
76.1222 21.4863 0.328853
24.1481 79.368 100.651
46.8594 28.4888 16.5132
40.9747 88.249 48.3501
0.905108 17.777 6.45804
0.737751 23.6163 5.69951
30.2182 99.8819 94.2454
36.4406 99.8916 94.7692
48.4177 13.9015 45.8718
50.2745 10.5846 46.5104
0.00306128 38.6959 14.8834
0.00988043 38.2902 22.2882
52.7935 28.0597 16.7333
100.489 19.7362 22.173
100.502 23.2266 26.4381
12.5504 60.0448 56.6701
100.487 85.0077 17.241
53.0306 29.2365 15.8377
54.1687 29.9679 15.542
69.6455 100.669 59.6091
100.486 26.881 76.1071
47.6398 47.1919 46.3415
73.9757 1.31077 95.803
30.4013 15.4666 54.1308
45.5183 25.0871 48.5085
43.1355 44.2212 11.6258
100.485 70.4985 28.6474
53.8476 78.5973 77.1911
100.497 37.4035 78.4919
100.495 41.8879 77.4383
49.5012 31.7942 14.8436
53.4531 53.4574 48.9336
19.1728 73.906 0.504517
